Origin country (code),Origin country (name),Host country (code),Host country (name),Profession,Year from,Year to,Establishment,Type of decision,Pos/Neg/Neutral,Total,Recognition,Qualification/Training,Qualification level,Isco code 1,Isco label 1
AT,Austria,DE,Germany,Architect,2021,2021,Yes,Positive Automatic Sectoral Professions ,+,18,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Doctor of Medicine,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,321,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Architect,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Pharmacist,2021,2021,Yes,Positive Automatic Sectoral Professions ,+,9,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Pharmacist,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,15,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Midwife,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Nurse,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,51,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Dental Practitioner,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,75,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Veterinary Surgeon,2020,2020,Yes,Positive Automatic Sectoral Professions ,+,63,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
AT,Austria,DE,Germany,Midwife,2021,2021,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Architect,2018,2018,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Other architect training (national training requirements),,2161,Building architects
AT,Austria,DE,Germany,Pharmacist,2019,2019,Yes,Positive Automatic Sectoral Professions ,+,9,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Dental Practitioner,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Midwife,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,12,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Nurse,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,36,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Pharmacist,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,12,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Doctor of Medicine,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,159,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Nurse,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Dental Practitioner,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,36,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Architect,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Doctor of Medicine,2015,2015,Yes,Positive Automatic Sectoral Professions ,+,150,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Dental Practitioner,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,30,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Midwife,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,9,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Nurse,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,57,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Pharmacist,2016,2016,Yes,Positive Automatic Sectoral Professions ,+,9,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Architect,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Midwife,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,9,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Nurse,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,21,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Doctor of Medicine,2012,2012,Yes,Positive Automatic Sectoral Professions ,+,630,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Dental Practitioner,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,10,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Midwife,2012,2012,Yes,Positive Automatic Sectoral Professions ,+,4,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Pharmacist,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,4,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Midwife,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,4,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Veterinary Surgeon,2010,2010,Yes,Positive Automatic Sectoral Professions ,+,13,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
AT,Austria,DE,Germany,Architect,2010,2010,Yes,Positive Automatic Sectoral Professions ,+,16,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Midwife,2010,2010,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Pharmacist,2010,2010,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Doctor of Medicine,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,864,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Pharmacist,2012,2012,Yes,Positive Automatic Sectoral Professions ,+,10,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Doctor of Medicine,2017,2017,Yes,Positive Automatic Sectoral Professions ,+,156,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Nurse,2018,2018,Yes,Positive Automatic Sectoral Professions ,+,45,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Dental Practitioner,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,4,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Nurse,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,27,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Midwife,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,5,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Dental Practitioner,2018,2018,Yes,Positive Automatic Sectoral Professions ,+,33,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Pharmacist,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,3,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Midwife,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
AT,Austria,DE,Germany,Pharmacist,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,5,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
AT,Austria,DE,Germany,Veterinary Surgeon,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,18,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
AT,Austria,DE,Germany,Veterinary Surgeon,2011,2011,Yes,Positive Automatic Sectoral Professions ,+,33,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
AT,Austria,DE,Germany,Veterinary Surgeon,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,8,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
AT,Austria,DE,Germany,Doctor of Medicine,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,196,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Architect,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,18,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Dental Practitioner,2009,2009,Yes,Positive Automatic Sectoral Professions ,+,6,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
AT,Austria,DE,Germany,Nurse,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,7,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
AT,Austria,DE,Germany,Architect,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,34,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
AT,Austria,DE,Germany,Doctor of Medicine,2008,2008,Yes,Positive Automatic Sectoral Professions ,+,207,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
AT,Austria,DE,Germany,Nurse,2007,2007,Yes,Positive Automatic Sectoral Professions ,+,13,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
